Hotel Name,Location,Amenities,Distance from City Center (km),Type of Room,Hotel Star Rating,Customer Rating,Check-in Time,Check-out Time,Day of the Week,Is Public Holiday,Is Tourism Zone,Google Trends Score,Hotel Price (INR)
Hotel Metro 26,Bangalore,"Free WiFi, Pet Friendly",22.13,Standard,3,4.4,12:00 PM,1:00 PM,Saturday,1,1,37,3171
Hotel Euphoria 18,Kolkata,"Business Center, Airport Shuttle, Pet Friendly",17.55,Executive,5,3.5,11:00 AM,11:00 AM,Tuesday,0,1,40,5172
Hotel Palm 76,Kolkata,"Bar, Airport Shuttle",18.46,Deluxe,2,4.8,11:00 AM,2:00 PM,Thursday,0,1,37,2701
Hotel Serenity 6,Ahmedabad,"Bar, Parking, Free WiFi, Pool, Airport Shuttle",6.28,Presidential Suite,4,3.9,12:00 PM,11:00 AM,Thursday,0,0,67,4250
Hotel Plaza 17,Ahmedabad,"Pool, Gym, Spa",21.91,Executive,5,3.2,12:00 PM,2:00 PM,Saturday,1,0,68,4729
Hotel Palm 15,Kolkata,"Airport Shuttle, Pet Friendly, Free WiFi",15.49,Standard,5,3.6,12:00 PM,1:00 PM,Thursday,0,0,26,5764
Hotel Lagoon 27,Jaipur,"Bar, Pool, Pet Friendly, Business Center",10.75,Presidential Suite,4,2.7,11:00 AM,2:00 PM,Saturday,0,0,92,3942
Hotel Magnolia 13,Jaipur,"Free WiFi, Pet Friendly, Pool, Business Center",21.07,Executive,4,3.5,2:00 PM,1:00 PM,Wednesday,0,1,82,4363
Hotel Royal 49,Kolkata,"Restaurant, Business Center, Spa, Pool, Parking",5.4,Standard,2,4.9,1:00 PM,12:00 PM,Saturday,1,0,60,2722
Hotel Emerald 5,Mumbai,"Gym, Restaurant, Parking, Business Center",20.74,Deluxe,4,3.0,11:00 AM,11:00 AM,Tuesday,1,1,51,4639
Hotel Heritage 65,Bangalore,"Pool, Airport Shuttle, Bar, Pet Friendly, Spa",6.81,Standard,3,2.6,1:00 PM,2:00 PM,Tuesday,1,1,86,3473
Hotel Crimson 99,Kolkata,"Parking, Airport Shuttle, Free WiFi",15.48,Deluxe,2,3.4,11:00 AM,2:00 PM,Monday,1,0,26,1927
Hotel Regency 62,Chennai,"Parking, Pet Friendly, Gym, Free WiFi",1.2,Standard,5,3.1,12:00 PM,12:00 PM,Sunday,1,1,40,6074
Hotel Sapphire 38,Pune,"Parking, Restaurant, Spa, Airport Shuttle",1.91,Presidential Suite,4,2.6,12:00 PM,12:00 PM,Sunday,0,0,63,4467
Hotel Metro 79,Hyderabad,"Parking, Business Center",14.16,Deluxe,3,3.7,11:00 AM,2:00 PM,Saturday,1,0,40,3573
Hotel Plaza 98,Jaipur,"Parking, Airport Shuttle, Free WiFi, Pet Friendly, Pool",22.24,Suite,5,4.4,11:00 AM,2:00 PM,Sunday,1,0,69,5625
Hotel Palm 95,Delhi,"Bar, Business Center, Restaurant, Airport Shuttle, Gym",12.2,Executive,2,3.4,11:00 AM,1:00 PM,Tuesday,0,1,75,2714
Hotel Plaza 53,Ahmedabad,"Airport Shuttle, Parking, Gym",14.92,Standard,3,4.0,1:00 PM,2:00 PM,Saturday,1,1,95,3587
Hotel Grand 97,Jaipur,"Restaurant, Airport Shuttle",12.37,Deluxe,3,3.7,1:00 PM,1:00 PM,Saturday,1,1,22,3197
Hotel Serenity 23,Bangalore,"Pet Friendly, Bar, Gym",4.13,Standard,4,2.9,2:00 PM,2:00 PM,Saturday,1,0,69,4366
Hotel Oasis 75,Kolkata,"Gym, Parking, Bar, Pool",1.72,Executive,3,4.4,11:00 AM,2:00 PM,Monday,1,1,92,3552
Hotel Sapphire 91,Goa,"Gym, Parking, Bar",4.45,Presidential Suite,4,3.2,1:00 PM,11:00 AM,Wednesday,0,0,65,4767
Hotel Sunrise 17,Delhi,"Airport Shuttle, Gym, Spa, Parking, Business Center",5.95,Presidential Suite,4,3.4,2:00 PM,11:00 AM,Wednesday,0,0,30,4070
Hotel Regency 17,Ahmedabad,"Airport Shuttle, Free WiFi, Spa, Pool",20.68,Deluxe,4,4.8,12:00 PM,2:00 PM,Tuesday,0,1,65,4815
Hotel Oasis 67,Goa,"Pool, Restaurant",7.34,Deluxe,2,3.9,12:00 PM,12:00 PM,Friday,1,0,27,3016
Hotel Heritage 94,Chennai,"Parking, Free WiFi, Pool",14.07,Suite,2,2.7,11:00 AM,1:00 PM,Monday,0,1,84,2484
Hotel Euphoria 56,Jaipur,"Bar, Parking, Business Center, Free WiFi, Airport Shuttle",13.87,Executive,4,3.8,2:00 PM,11:00 AM,Saturday,1,0,86,4672
Hotel Plaza 20,Ahmedabad,"Spa, Gym, Business Center, Parking",9.29,Deluxe,4,3.6,12:00 PM,11:00 AM,Thursday,1,0,96,5033
Hotel Serenity 34,Hyderabad,"Pet Friendly, Bar, Free WiFi, Gym, Business Center",24.95,Suite,5,2.9,12:00 PM,12:00 PM,Sunday,1,0,40,5459
Hotel Moonlight 1,Goa,"Pet Friendly, Gym, Spa, Restaurant",7.57,Suite,4,4.7,12:00 PM,11:00 AM,Sunday,0,1,28,5189
Hotel Bliss 34,Chennai,"Parking, Pool",17.05,Presidential Suite,3,2.5,12:00 PM,1:00 PM,Wednesday,1,0,59,3352
Hotel Heritage 49,Kolkata,"Airport Shuttle, Parking, Restaurant, Pool",4.96,Presidential Suite,5,4.7,2:00 PM,2:00 PM,Wednesday,0,0,78,5840
Hotel Bliss 31,Pune,"Restaurant, Spa, Pet Friendly, Parking, Airport Shuttle",2.29,Suite,4,4.8,1:00 PM,1:00 PM,Sunday,1,0,94,5309
Hotel Lagoon 31,Pune,"Restaurant, Bar, Business Center, Spa, Pool",3.07,Standard,2,2.6,1:00 PM,12:00 PM,Friday,1,1,100,2174
Hotel Emerald 79,Kolkata,"Restaurant, Pool",7.01,Deluxe,3,4.7,12:00 PM,12:00 PM,Monday,0,1,88,4056
Hotel Grand 67,Delhi,"Airport Shuttle, Pool, Gym, Restaurant, Spa",2.82,Deluxe,5,2.6,1:00 PM,1:00 PM,Friday,0,1,90,5162
Hotel Palm 91,Ahmedabad,"Spa, Restaurant, Airport Shuttle, Business Center",8.05,Suite,3,4.8,2:00 PM,12:00 PM,Wednesday,1,1,57,3963
Hotel Magnolia 51,Pune,"Free WiFi, Business Center",7.13,Deluxe,5,4.1,11:00 AM,12:00 PM,Wednesday,1,0,31,5944
Hotel Oasis 23,Chennai,"Pool, Parking, Restaurant, Pet Friendly, Gym",11.06,Deluxe,4,4.0,2:00 PM,2:00 PM,Wednesday,0,0,89,4974
Hotel Metro 17,Goa,"Pet Friendly, Parking, Restaurant, Gym",2.15,Deluxe,4,4.7,1:00 PM,2:00 PM,Wednesday,0,0,29,4542
Hotel Horizon 74,Bangalore,"Free WiFi, Pool, Parking",14.49,Presidential Suite,2,2.5,12:00 PM,2:00 PM,Sunday,1,0,58,2216
Hotel Serenity 55,Pune,"Pool, Bar, Free WiFi, Restaurant, Parking",13.37,Standard,5,4.2,1:00 PM,12:00 PM,Monday,1,1,90,5914
Hotel Euphoria 66,Goa,"Gym, Free WiFi, Spa, Bar",9.66,Standard,3,3.5,1:00 PM,11:00 AM,Sunday,1,1,60,3189
Hotel Moonlight 11,Ahmedabad,"Bar, Pet Friendly, Restaurant, Pool, Parking",17.37,Standard,2,2.8,12:00 PM,12:00 PM,Tuesday,1,1,41,2664
Hotel Lagoon 25,Chennai,"Free WiFi, Bar, Business Center, Pet Friendly, Restaurant",23.83,Presidential Suite,5,2.7,11:00 AM,2:00 PM,Friday,0,1,67,4628
Hotel Metro 67,Kolkata,"Parking, Restaurant, Business Center",23.18,Presidential Suite,2,4.4,2:00 PM,12:00 PM,Thursday,1,0,62,2048
Hotel Heritage 55,Bangalore,"Business Center, Parking, Spa",17.32,Suite,2,4.0,1:00 PM,11:00 AM,Thursday,1,0,20,2805
Hotel Regency 95,Chennai,"Free WiFi, Gym",20.67,Presidential Suite,4,2.8,11:00 AM,12:00 PM,Wednesday,1,1,82,3816
Hotel Royal 52,Jaipur,"Parking, Business Center",9.34,Executive,4,4.7,12:00 PM,2:00 PM,Friday,0,1,98,4537
Hotel Palm 53,Kolkata,"Parking, Gym, Pool",24.58,Executive,3,3.9,11:00 AM,2:00 PM,Thursday,0,1,61,3483
Hotel Sapphire 92,Kolkata,"Business Center, Pool, Free WiFi, Parking",19.64,Presidential Suite,5,4.5,11:00 AM,2:00 PM,Thursday,1,0,99,5561
Hotel Lagoon 65,Hyderabad,"Airport Shuttle, Pet Friendly, Parking, Business Center",13.53,Standard,5,2.8,12:00 PM,2:00 PM,Thursday,0,0,78,4967
Hotel Moonlight 95,Jaipur,"Gym, Bar",16.18,Presidential Suite,5,4.9,12:00 PM,12:00 PM,Friday,1,0,29,5717
Hotel Serenity 59,Delhi,"Free WiFi, Gym, Restaurant, Bar",5.56,Executive,4,4.4,2:00 PM,11:00 AM,Thursday,1,0,61,4740
Hotel Palm 69,Mumbai,"Parking, Gym, Restaurant, Business Center",7.66,Executive,5,2.8,2:00 PM,12:00 PM,Sunday,1,1,93,5062
Hotel Sunrise 70,Pune,"Business Center, Pet Friendly, Pool, Bar",19.97,Standard,2,3.9,2:00 PM,1:00 PM,Monday,1,0,42,2151
Hotel Palm 79,Jaipur,"Pet Friendly, Bar, Pool, Business Center",10.63,Deluxe,3,4.3,11:00 AM,1:00 PM,Saturday,1,1,50,3248
Hotel Horizon 88,Goa,"Pool, Airport Shuttle, Spa, Bar",3.39,Presidential Suite,3,2.9,1:00 PM,2:00 PM,Sunday,0,1,22,3903
Hotel Oasis 36,Pune,"Pet Friendly, Gym, Pool, Restaurant",5.63,Presidential Suite,5,3.9,2:00 PM,11:00 AM,Wednesday,1,0,65,6017
Hotel Oasis 21,Jaipur,"Parking, Pool, Free WiFi",2.55,Presidential Suite,5,4.8,1:00 PM,1:00 PM,Saturday,0,0,87,5723
Hotel Sapphire 47,Goa,"Pet Friendly, Airport Shuttle, Free WiFi",2.89,Presidential Suite,2,2.5,12:00 PM,2:00 PM,Thursday,0,1,74,2501
Hotel Moonlight 70,Goa,"Pet Friendly, Business Center, Pool",20.21,Executive,3,4.6,11:00 AM,11:00 AM,Thursday,1,1,56,3257
Hotel Regency 7,Delhi,"Pet Friendly, Gym, Pool, Airport Shuttle, Spa",19.31,Deluxe,3,3.8,12:00 PM,12:00 PM,Sunday,1,1,23,2977
Hotel Moonlight 91,Pune,"Free WiFi, Business Center, Gym",12.95,Standard,2,3.6,2:00 PM,11:00 AM,Saturday,1,0,64,2807
Hotel Lagoon 20,Kolkata,"Bar, Airport Shuttle, Business Center",6.56,Deluxe,3,3.3,12:00 PM,12:00 PM,Monday,1,1,30,3249
Hotel Serenity 73,Jaipur,"Spa, Airport Shuttle, Free WiFi, Pet Friendly, Pool",19.55,Suite,3,4.3,11:00 AM,2:00 PM,Thursday,0,0,60,3409
Hotel Metro 3,Ahmedabad,"Pet Friendly, Spa",0.67,Standard,4,2.9,12:00 PM,11:00 AM,Thursday,1,0,45,4887
Hotel Moonlight 50,Goa,"Parking, Spa, Restaurant, Gym",22.81,Executive,3,4.6,1:00 PM,2:00 PM,Sunday,1,0,29,3960
Hotel Crimson 18,Ahmedabad,"Restaurant, Bar",10.84,Deluxe,5,3.3,2:00 PM,11:00 AM,Sunday,0,1,42,5342
Hotel Royal 96,Bangalore,"Airport Shuttle, Bar, Business Center",10.08,Executive,2,3.6,1:00 PM,12:00 PM,Saturday,1,0,30,2934
Hotel Euphoria 57,Goa,"Pet Friendly, Airport Shuttle, Restaurant, Parking, Free WiFi",22.14,Standard,5,3.6,11:00 AM,2:00 PM,Sunday,1,1,66,5594
Hotel Lagoon 8,Hyderabad,"Bar, Gym, Parking, Restaurant, Free WiFi",21.47,Executive,5,2.7,11:00 AM,2:00 PM,Saturday,1,1,83,4694
Hotel Regency 75,Jaipur,"Parking, Pool, Restaurant, Business Center, Pet Friendly",18.12,Standard,5,3.2,2:00 PM,12:00 PM,Sunday,1,0,96,5117
Hotel Heritage 74,Chennai,"Parking, Spa",15.48,Suite,4,4.1,2:00 PM,12:00 PM,Wednesday,1,1,54,4235
Hotel Moonlight 88,Bangalore,"Bar, Parking, Business Center, Free WiFi",11.68,Presidential Suite,3,4.3,11:00 AM,2:00 PM,Saturday,0,1,76,3928
Hotel Serenity 33,Pune,"Business Center, Pet Friendly",22.89,Suite,2,5.0,12:00 PM,12:00 PM,Wednesday,1,1,72,2452
Hotel Metro 68,Delhi,"Parking, Pool, Business Center",17.48,Presidential Suite,4,4.4,12:00 PM,1:00 PM,Thursday,0,1,53,4368
Hotel Serenity 49,Ahmedabad,"Free WiFi, Parking",15.46,Presidential Suite,4,3.9,11:00 AM,11:00 AM,Friday,1,0,30,4485
Hotel Grand 12,Hyderabad,"Airport Shuttle, Free WiFi, Gym, Restaurant",21.55,Deluxe,4,2.8,12:00 PM,1:00 PM,Friday,0,1,81,3744
Hotel Moonlight 5,Bangalore,"Pet Friendly, Restaurant, Airport Shuttle, Pool",5.81,Standard,3,4.6,12:00 PM,11:00 AM,Tuesday,1,0,98,4053
Hotel Euphoria 58,Goa,"Bar, Restaurant, Free WiFi, Airport Shuttle",5.61,Deluxe,5,4.6,2:00 PM,11:00 AM,Tuesday,1,0,81,5666
Hotel Grand 94,Goa,"Pet Friendly, Parking",9.35,Suite,2,2.8,2:00 PM,2:00 PM,Tuesday,1,1,75,2075
Hotel Palm 3,Goa,"Pool, Restaurant, Spa, Bar",23.53,Presidential Suite,4,4.1,2:00 PM,11:00 AM,Sunday,0,1,95,4036
Hotel Oasis 99,Hyderabad,"Bar, Airport Shuttle, Parking, Pet Friendly, Free WiFi",22.04,Standard,5,4.3,12:00 PM,2:00 PM,Saturday,0,0,29,5461
Hotel Metro 49,Goa,"Pool, Bar, Gym",10.64,Standard,2,4.9,1:00 PM,2:00 PM,Wednesday,0,0,59,2538
Hotel Crimson 7,Chennai,"Pool, Pet Friendly",2.79,Standard,2,4.0,12:00 PM,1:00 PM,Thursday,0,0,81,2294
Hotel Heritage 77,Kolkata,"Restaurant, Free WiFi, Airport Shuttle, Pet Friendly, Pool",19.9,Standard,3,4.1,12:00 PM,1:00 PM,Thursday,1,0,71,3433
Hotel Emerald 58,Jaipur,"Parking, Restaurant, Business Center, Airport Shuttle",3.64,Presidential Suite,3,4.4,11:00 AM,2:00 PM,Friday,1,1,21,3798
Hotel Vista 25,Delhi,"Spa, Airport Shuttle",12.42,Standard,5,4.1,11:00 AM,1:00 PM,Friday,0,0,97,5089
Hotel Crimson 95,Mumbai,"Business Center, Airport Shuttle, Gym, Bar",8.04,Deluxe,2,4.3,12:00 PM,2:00 PM,Saturday,1,1,56,2911
Hotel Royal 51,Ahmedabad,"Bar, Business Center",18.75,Suite,5,3.6,11:00 AM,12:00 PM,Sunday,1,0,38,4897
Hotel Bliss 31,Jaipur,"Bar, Pet Friendly, Pool, Restaurant, Business Center",23.14,Deluxe,4,3.6,12:00 PM,11:00 AM,Sunday,1,1,31,3809
Hotel Magnolia 19,Kolkata,"Pet Friendly, Free WiFi, Gym, Pool, Parking",5.0,Suite,4,4.0,12:00 PM,12:00 PM,Thursday,1,1,43,4529
Hotel Emerald 63,Delhi,"Gym, Restaurant, Pet Friendly, Free WiFi",22.72,Standard,3,4.5,11:00 AM,11:00 AM,Wednesday,0,0,94,3327
Hotel Euphoria 59,Delhi,"Pool, Parking, Gym, Pet Friendly, Spa",7.61,Standard,2,3.0,12:00 PM,11:00 AM,Friday,0,1,45,2843
Hotel Grand 15,Jaipur,"Restaurant, Pool",15.82,Standard,2,3.9,2:00 PM,12:00 PM,Saturday,0,1,36,2206
Hotel Vista 91,Chennai,"Airport Shuttle, Bar, Pet Friendly, Free WiFi",7.65,Deluxe,3,3.4,11:00 AM,12:00 PM,Saturday,0,0,60,3142
Hotel Palm 28,Ahmedabad,"Airport Shuttle, Pool, Free WiFi, Parking, Spa",6.48,Standard,3,3.2,1:00 PM,2:00 PM,Thursday,1,0,22,3245
Hotel Moonlight 56,Pune,"Airport Shuttle, Spa, Pool",5.54,Suite,4,4.7,2:00 PM,2:00 PM,Monday,0,1,70,5069
Hotel Emerald 92,Chennai,"Restaurant, Spa, Gym, Pet Friendly, Business Center",3.0,Executive,3,4.3,11:00 AM,12:00 PM,Sunday,1,0,55,4276
Hotel Horizon 89,Mumbai,"Restaurant, Business Center, Spa, Free WiFi, Parking",16.53,Suite,5,3.3,2:00 PM,1:00 PM,Thursday,1,1,87,5208
Hotel Emerald 80,Bangalore,"Gym, Pool, Business Center, Airport Shuttle",5.8,Executive,4,3.0,11:00 AM,1:00 PM,Friday,0,0,57,4604
Hotel Emerald 24,Hyderabad,"Parking, Bar, Free WiFi",2.49,Executive,4,3.5,12:00 PM,1:00 PM,Thursday,1,0,84,4882
Hotel Lagoon 27,Chennai,"Pet Friendly, Free WiFi",5.34,Executive,2,2.5,12:00 PM,2:00 PM,Saturday,1,1,96,2191
Hotel Horizon 22,Delhi,"Free WiFi, Bar, Spa, Business Center",9.64,Executive,2,3.8,11:00 AM,2:00 PM,Tuesday,0,0,96,2153
Hotel Palm 97,Bangalore,"Pool, Pet Friendly, Restaurant, Spa",22.97,Executive,2,4.2,12:00 PM,2:00 PM,Saturday,1,0,42,2339
Hotel Grand 11,Hyderabad,"Business Center, Spa",14.94,Executive,4,2.9,12:00 PM,11:00 AM,Thursday,1,1,72,4342
Hotel Oasis 40,Mumbai,"Business Center, Restaurant, Bar",13.09,Deluxe,2,2.7,12:00 PM,11:00 AM,Thursday,0,1,97,1816
Hotel Serenity 63,Bangalore,"Airport Shuttle, Gym, Parking, Free WiFi",8.0,Deluxe,3,3.4,2:00 PM,11:00 AM,Monday,0,1,86,3030
Hotel Magnolia 57,Hyderabad,"Bar, Free WiFi, Restaurant, Airport Shuttle",23.7,Presidential Suite,4,3.0,11:00 AM,11:00 AM,Friday,1,0,50,3682
Hotel Metro 2,Jaipur,"Airport Shuttle, Free WiFi, Pet Friendly, Spa, Gym",17.64,Executive,5,4.0,11:00 AM,12:00 PM,Sunday,0,0,49,5863
Hotel Heritage 91,Chennai,"Airport Shuttle, Spa, Parking, Gym",15.02,Presidential Suite,2,4.8,11:00 AM,12:00 PM,Monday,1,0,80,2557
Hotel Horizon 29,Jaipur,"Business Center, Bar, Pet Friendly",18.8,Deluxe,3,3.0,1:00 PM,1:00 PM,Saturday,1,1,48,3337
Hotel Moonlight 45,Jaipur,"Free WiFi, Airport Shuttle, Restaurant, Business Center",19.77,Standard,2,4.6,11:00 AM,1:00 PM,Tuesday,1,1,69,2887
Hotel Heritage 71,Bangalore,"Business Center, Pool",4.04,Executive,2,3.3,12:00 PM,2:00 PM,Tuesday,1,1,61,2817
Hotel Grand 72,Kolkata,"Spa, Bar",22.87,Presidential Suite,5,3.9,1:00 PM,2:00 PM,Wednesday,0,1,76,4969
Hotel Euphoria 9,Goa,"Gym, Business Center",6.03,Executive,5,4.0,2:00 PM,11:00 AM,Monday,0,1,59,5663
Hotel Emerald 19,Kolkata,"Gym, Pool",17.21,Presidential Suite,2,3.0,11:00 AM,11:00 AM,Saturday,0,0,61,2329
Hotel Magnolia 76,Pune,"Parking, Free WiFi, Airport Shuttle",14.27,Deluxe,4,3.3,2:00 PM,1:00 PM,Monday,1,0,42,4031
Hotel Sunrise 83,Chennai,"Restaurant, Pool, Pet Friendly",4.87,Deluxe,4,2.8,12:00 PM,2:00 PM,Monday,0,0,63,4947
Hotel Palm 10,Pune,"Free WiFi, Pet Friendly",19.2,Presidential Suite,2,3.7,1:00 PM,2:00 PM,Monday,1,1,56,2172
Hotel Magnolia 35,Ahmedabad,"Gym, Pool",4.83,Executive,2,4.5,1:00 PM,2:00 PM,Friday,1,1,50,3119
Hotel Crimson 41,Bangalore,"Gym, Business Center, Restaurant, Parking",15.45,Deluxe,2,4.8,12:00 PM,11:00 AM,Wednesday,1,1,83,2624
Hotel Heritage 19,Kolkata,"Airport Shuttle, Pool",6.65,Deluxe,5,4.7,2:00 PM,11:00 AM,Sunday,0,1,60,5896
Hotel Crimson 93,Ahmedabad,"Gym, Bar",24.99,Presidential Suite,2,3.7,12:00 PM,11:00 AM,Thursday,0,0,66,1971
Hotel Lagoon 20,Goa,"Pool, Restaurant, Airport Shuttle, Free WiFi",18.39,Presidential Suite,2,3.3,11:00 AM,12:00 PM,Monday,0,0,51,2549
Hotel Oasis 45,Goa,"Free WiFi, Gym, Parking, Airport Shuttle",4.94,Deluxe,4,3.9,11:00 AM,1:00 PM,Friday,1,1,35,4485
Hotel Crimson 53,Chennai,"Restaurant, Business Center, Bar, Parking, Pet Friendly",17.04,Presidential Suite,2,3.3,11:00 AM,12:00 PM,Friday,0,1,95,2707
Hotel Sapphire 60,Ahmedabad,"Business Center, Pool, Spa, Airport Shuttle, Parking",21.91,Executive,5,3.9,2:00 PM,11:00 AM,Saturday,1,1,66,5805
Hotel Heritage 65,Jaipur,"Bar, Gym, Parking, Business Center, Airport Shuttle",5.28,Standard,4,2.5,12:00 PM,12:00 PM,Thursday,0,1,33,3953
Hotel Plaza 8,Kolkata,"Bar, Free WiFi, Parking, Business Center",12.36,Presidential Suite,5,4.9,12:00 PM,2:00 PM,Tuesday,0,0,35,5690
Hotel Sapphire 25,Delhi,"Spa, Free WiFi",11.22,Presidential Suite,3,2.5,2:00 PM,11:00 AM,Monday,0,1,78,3340
Hotel Euphoria 40,Delhi,"Bar, Pool",1.53,Executive,2,3.7,11:00 AM,11:00 AM,Thursday,0,0,60,2949
Hotel Crimson 62,Mumbai,"Airport Shuttle, Pool",19.84,Executive,5,4.5,12:00 PM,1:00 PM,Wednesday,0,0,57,5209
Hotel Crimson 10,Mumbai,"Free WiFi, Airport Shuttle, Spa, Parking, Restaurant",20.54,Standard,2,3.6,12:00 PM,2:00 PM,Monday,0,0,44,2219
Hotel Grand 9,Delhi,"Spa, Bar",13.57,Executive,2,4.4,2:00 PM,2:00 PM,Tuesday,0,0,24,2687
Hotel Royal 46,Goa,"Free WiFi, Airport Shuttle",22.3,Presidential Suite,3,3.9,1:00 PM,1:00 PM,Monday,0,1,58,3789
Hotel Sunrise 7,Goa,"Business Center, Bar, Gym",22.39,Executive,2,4.1,12:00 PM,1:00 PM,Thursday,0,0,92,2138
Hotel Horizon 49,Ahmedabad,"Spa, Gym, Pool",23.77,Suite,5,4.7,1:00 PM,12:00 PM,Sunday,0,1,77,5646
Hotel Emerald 31,Chennai,"Bar, Free WiFi, Pet Friendly",13.37,Standard,3,2.7,1:00 PM,11:00 AM,Friday,1,1,39,2845
Hotel Metro 48,Goa,"Pet Friendly, Parking",7.2,Executive,3,4.9,11:00 AM,2:00 PM,Friday,0,0,21,4199
Hotel Euphoria 94,Pune,"Pool, Airport Shuttle, Pet Friendly, Spa",18.1,Standard,2,3.7,1:00 PM,11:00 AM,Friday,1,0,46,2869
Hotel Sunrise 76,Kolkata,"Restaurant, Spa, Bar, Parking",1.19,Deluxe,4,3.7,12:00 PM,2:00 PM,Sunday,0,0,92,4517
Hotel Euphoria 15,Hyderabad,"Airport Shuttle, Spa",14.14,Suite,5,3.3,1:00 PM,1:00 PM,Friday,1,1,65,4894
Hotel Bliss 45,Goa,"Business Center, Pet Friendly",10.34,Presidential Suite,4,2.9,1:00 PM,1:00 PM,Monday,0,0,71,4213
Hotel Heritage 48,Jaipur,"Spa, Business Center, Pet Friendly, Gym, Pool",15.86,Deluxe,3,4.4,1:00 PM,2:00 PM,Tuesday,0,1,73,3151
Hotel Crimson 86,Jaipur,"Business Center, Pool, Bar, Restaurant, Pet Friendly",22.64,Deluxe,2,4.6,11:00 AM,11:00 AM,Friday,0,0,72,2802
Hotel Royal 90,Ahmedabad,"Bar, Gym, Pet Friendly, Pool, Airport Shuttle",16.05,Executive,4,2.5,2:00 PM,1:00 PM,Saturday,0,0,97,3721
Hotel Heritage 94,Hyderabad,"Airport Shuttle, Pet Friendly, Bar, Gym",11.52,Suite,2,5.0,1:00 PM,12:00 PM,Thursday,1,0,81,3037
Hotel Palm 26,Goa,"Free WiFi, Restaurant, Spa, Business Center",9.65,Suite,2,3.9,2:00 PM,12:00 PM,Wednesday,0,0,97,2581
Hotel Crimson 6,Delhi,"Free WiFi, Restaurant, Bar, Spa",2.55,Executive,4,5.0,2:00 PM,1:00 PM,Wednesday,1,1,27,4503
Hotel Regency 77,Bangalore,"Parking, Pet Friendly, Gym, Free WiFi",1.64,Suite,2,3.0,11:00 AM,11:00 AM,Wednesday,0,0,34,2229
Hotel Heritage 36,Mumbai,"Restaurant, Pet Friendly, Spa, Parking, Free WiFi",23.12,Executive,3,3.5,1:00 PM,12:00 PM,Thursday,0,1,39,3094
Hotel Sunrise 21,Bangalore,"Free WiFi, Business Center, Airport Shuttle, Parking",18.71,Suite,3,2.9,11:00 AM,12:00 PM,Friday,0,1,65,3576
Hotel Crimson 20,Jaipur,"Pool, Bar, Parking",8.91,Presidential Suite,3,3.7,1:00 PM,1:00 PM,Friday,0,0,84,3158
Hotel Metro 90,Hyderabad,"Parking, Pool, Free WiFi, Airport Shuttle, Gym",19.11,Presidential Suite,2,4.6,11:00 AM,12:00 PM,Thursday,0,0,45,2851
Hotel Serenity 9,Jaipur,"Spa, Parking, Restaurant",15.27,Deluxe,3,5.0,12:00 PM,11:00 AM,Sunday,1,1,82,3796
Hotel Horizon 44,Bangalore,"Business Center, Pet Friendly, Restaurant, Pool, Bar",7.3,Suite,4,4.6,1:00 PM,11:00 AM,Monday,0,1,30,4423
Hotel Grand 88,Bangalore,"Pet Friendly, Spa, Pool, Restaurant",23.14,Presidential Suite,4,3.4,11:00 AM,11:00 AM,Friday,1,1,70,3762
Hotel Emerald 26,Mumbai,"Free WiFi, Pet Friendly, Parking, Airport Shuttle",11.99,Presidential Suite,3,3.0,2:00 PM,11:00 AM,Friday,0,1,37,3126
Hotel Palm 19,Bangalore,"Pool, Gym, Airport Shuttle, Spa",7.03,Standard,2,5.0,12:00 PM,11:00 AM,Saturday,0,0,61,2817
Hotel Grand 54,Ahmedabad,"Airport Shuttle, Restaurant, Parking",24.16,Executive,5,4.1,2:00 PM,2:00 PM,Sunday,0,0,94,4947
Hotel Bliss 10,Delhi,"Gym, Spa",10.2,Executive,5,2.6,1:00 PM,1:00 PM,Saturday,0,0,30,5780
Hotel Euphoria 27,Kolkata,"Business Center, Parking",4.66,Suite,4,5.0,11:00 AM,1:00 PM,Monday,0,1,92,4590
Hotel Oasis 74,Delhi,"Pet Friendly, Business Center, Free WiFi, Gym, Parking",21.73,Deluxe,3,4.7,1:00 PM,11:00 AM,Tuesday,0,0,71,3621
Hotel Serenity 73,Mumbai,"Restaurant, Parking, Gym, Pool",1.06,Presidential Suite,4,2.7,11:00 AM,1:00 PM,Friday,0,0,24,4147
Hotel Crimson 5,Kolkata,"Parking, Restaurant, Business Center, Gym",24.43,Deluxe,3,3.5,12:00 PM,1:00 PM,Monday,0,0,94,3270
Hotel Oasis 24,Jaipur,"Airport Shuttle, Pet Friendly, Spa, Parking, Restaurant",1.15,Executive,5,3.2,12:00 PM,2:00 PM,Wednesday,1,0,51,5205
Hotel Oasis 13,Ahmedabad,"Parking, Gym, Free WiFi, Pet Friendly, Spa",12.18,Deluxe,2,3.1,1:00 PM,12:00 PM,Sunday,0,1,35,2636
Hotel Oasis 53,Bangalore,"Pet Friendly, Gym, Restaurant",10.41,Presidential Suite,5,3.3,2:00 PM,1:00 PM,Friday,0,1,20,5202
Hotel Grand 41,Ahmedabad,"Parking, Airport Shuttle, Pool",8.27,Standard,2,4.8,1:00 PM,2:00 PM,Thursday,0,1,36,3223
